Ele,Cap,Num,Oper_Year,Avg_Temp,Precip,Pop,Built_Area,GDP,GDP_Growth,Tert_Share,Retail_Sale,Gas_Supply,BA_Rate
538.6858349628042,346.6497757762113,1.4504492807603395,1.4879518700060979,20.12235998487256,656.4855445785885,263.46370009525555,10.0,1626.8523605658397,9.624286942857022,39.02035780677596,36978057.072831854,0.0,0.1795192620879166
441.49908607986276,694.3124178703442,1.196709429638231,1.818265396101031,19.02183626726742,53.8938646807329,262.44642829283885,28.919027577900074,200.0,1.7595056012584143,37.46637794614787,63149154.49223577,4850.91800357586,0.18841894943625234
435.32640130007036,611.8554685156785,3.510525712892199,1.0,17.371329083903408,1453.3394967749855,271.9496340300076,137.38042519976077,8066.282565526968,6.449244843124109,50.58418764233223,66635992.625705786,19343.910161067204,0.2688304689651468
416.20163096276445,816.7873802404005,1.215710381015825,1.0,21.05458003393587,620.769435855467,449.2592223089253,39.659614089515394,5079.537174250987,-2.3225735346944356,47.08632892276843,69357525.78427863,0.0,0.13668301678366648
289.2046825336998,352.48610331157556,2.0116279721159604,7.297282379902849,14.099187105520937,197.95961649339873,191.3111759931606,65.0683655365509,6971.61156481471,7.231869841792486,36.745444780684394,15899974.281639414,0.0,0.2543926353944129
452.3437240068375,393.7643754761465,2.3448631018034627,1.0,19.109919500010122,1325.6763855391653,343.8424998285399,10.0,1042.4891272014718,4.710464818622116,38.66643435823461,39283091.139730394,0.0,0.15684826429196258
457.6878466898333,847.7768073498195,1.8243934562277266,1.0,16.455849012974863,287.14025626349746,344.7126101559049,79.00817889112653,23284.56647719288,-2.220904645138925,40.86503891670794,500000.0,0.0,0.14095003063111777
505.0546372391142,544.5028381945186,1.7089983864978,1.312480615757737,14.835993870542017,356.6841344704789,363.72457163303136,161.2314675537951,11895.178741199428,-1.0345698021659755,29.591757986685177,19950476.955354054,0.0,0.19718410198031705
242.95163791401762,646.4653278268117,2.209100338537125,2.596807001850283,18.387710410991208,142.86579336906243,412.6995623824426,652.865868163856,4961.063418080543,4.943774629077236,38.7865405992678,8049552.200745453,0.0,0.16061762781112027
500.1105710619308,344.81924058236393,1.0,1.5592321978611863,23.044167601603206,1513.8020270882046,363.3909412455924,38.55999145243925,200.0,6.7842180651948025,43.807676138353074,5248505.871449893,12494.845973796837,0.23251498091879735
435.6259239436161,727.5840563945196,2.4591506803674306,6.856936490446702,14.766683829213791,1523.0295690515454,382.97011097479003,391.5316685860581,5583.086945260074,7.767499021843183,20.0,103678901.01663785,0.0,0.20420315025275929
477.3149287897215,358.3563021503224,3.8316100151514227,1.0,7.706460025090299,176.87653207838395,30.407627208742657,880.7739879367579,18316.670264317367,2.8757913353808675,43.72685035169187,57588179.124542266,0.0,0.14590639185535423
342.9071365086136,481.423340297992,2.090164129804884,9.834574300904388,16.855571658031177,1783.283275190616,374.8746288846028,10.0,3710.3933187483835,9.579831392239443,41.19917128438871,20401071.360005207,0.0,0.15723855235912904
529.1165771173822,360.40304061427315,2.7442522648110357,1.0,10.306904727762682,631.1248495294977,187.02986915418256,1575.738224273249,25134.774452724607,7.39219278436123,49.35068984947888,58177863.87196005,0.0,0.23947488283633855
503.5019615137029,732.8112184232132,1.1941479120776688,1.0,11.63548120801847,50.0,160.4518161860071,519.8324562776627,711.4800961999786,4.198456621372994,42.41677646989226,21921265.627623674,0.0,0.24912996098914073
513.5158625628171,750.1461383725914,1.776488991469315,1.8925412513739084,15.385003051904425,922.3173003180327,472.75622642452817,60.27815322081582,14466.540051492304,-1.3564562540487086,43.287054312564166,27821210.94851592,0.0,0.3270574034206183
512.9090470410091,422.6985825240464,4.754396915800044,1.0,0.6387936372639144,254.74853247143392,335.1487863937685,85.47052809239,25655.099630867346,3.787235501668319,48.23262620965498,12422297.71246938,0.0,0.14245138965344092
507.04738544191406,441.0361156691846,2.118166883574869,1.0,18.700254207024386,995.7240116889258,591.3859617748204,10.0,5842.654549112991,0.49950278981582613,46.83550814544827,33869567.21686266,0.0,0.25944083639386273
317.9810538252189,483.2733030007413,2.217235248509116,3.679003053899741,18.660201063154908,336.02646326078457,698.5134824827807,884.7787458033928,4425.255632082914,0.48731626081909013,39.37283766626045,15177022.483825075,0.0,0.2711780271476119
308.52908302839506,284.457556735528,2.313208727733176,1.0,14.367751168183647,538.3213044299696,165.2472828815793,101.13618376411893,4872.689369171246,3.5526278847963573,41.71557542568524,8609169.563214468,0.0,0.2519946863853353
428.4654019996171,531.3023918194186,2.5711749769509025,1.0,17.698960620488247,106.11096913458492,423.313304874762,191.5831989128114,2125.6071826973825,7.096899884531155,37.76631834966442,56476773.292083725,446920.8903572787,0.19951721757448182
361.20210461708194,473.33917711991455,1.0,1.0,16.863201037114205,910.5057895819759,320.81657507054695,988.0640080193222,22480.625750869607,8.635617509700557,42.559744758040665,4280878.455856787,0.0,0.15819498988767094
